Gene,FT 15d,FT 25d,FT 55d,FT 85d,FT 115d,FS 145d
Pbr031268.1,623940000.0,497700000.0,306360000.0,329720000.0,,
Pbr031274.1,64326000.0,100580000.0,85812000.0,58111000.0,95862000.0,50097000.0
Pbr031275.1,,,22230000.0,,,
Pbr031276.2,,,,,,
Pbr031277.1,5403900000.0,3468600000.0,5884900000.0,6454600000.0,11887000000.0,15970000000.0
Pbr031280.1,1100400000.0,2029000000.0,4590100000.0,5161000000.0,7339500000.0,2838500000.0
Pbr031281.1,370330000.0,220310000.0,337590000.0,432160000.0,2129900000.0,846460000.0
Pbr031283.1,1126200000.0,808000000.0,1003700000.0,1000800000.0,1270600000.0,1042100000.0
Pbr031284.1,14607000000.0,26220000000.0,18040000000.0,6544500000.0,8276800000.0,4569000000.0
Pbr031285.1,6418600000.0,12864000000.0,982890000.0,18523000.0,,29163000.0
Pbr031286.1,,,,,,
Pbr031287.1,,,,,,
Pbr031289.1,,79380000.0,56812000.0,,,
Pbr031290.1,202610000.0,513510000.0,393450000.0,907620000.0,513370000.0,464560000.0
Pbr031293.1,1298100000.0,2071000000.0,1782400000.0,1263700000.0,1509600000.0,3645300000.0
Pbr031297.3,,161500000.0,71884000.0,81943000.0,,
Pbr031299.1,3900200000.0,5593800000.0,6605000000.0,7983000000.0,7875000000.0,8453300000.0
Pbr031300.1,,,,,,
Pbr031304.1,238160000.0,145020000.0,105490000.0,,,
Pbr031308.1,2542600000.0,2697800000.0,5892000000.0,1785400000.0,6457400000.0,14110000000.0
Pbr031309.1,,,,,,
Pbr031310.1,,,,,,
Pbr031312.1,,,,,,17834000.0
Pbr031313.1,1680500000.0,1216200000.0,1077100000.0,1451500000.0,1108900000.0,2367700000.0
Pbr031315.1,,1351800.0,,1693400.0,1026800.0,
Pbr031317.1,731120000.0,264090000.0,177080000.0,232590000.0,412270000.0,724020000.0
Pbr031319.1,159150000.0,259720000.0,261910000.0,344790000.0,164900000.0,143050000.0
Pbr031320.1,,,,,,
Pbr031321.1,,,,,,
Pbr031326.2,,,,,,
Pbr031335.1,,,,,,
Pbr031336.1,18309000000.0,18872000000.0,22183000000.0,20431000000.0,22879000000.0,22883000000.0
Pbr031337.1,153730000.0,363780000.0,64988000.0,137620000.0,109910000.0,
Pbr031340.1,9382000000.0,6523800000.0,9257600000.0,15086000000.0,12066000000.0,14228000000.0
Pbr031341.1,117640000.0,303500000.0,367370000.0,545140000.0,760220000.0,896910000.0
Pbr031343.1,201940000.0,323830000.0,374780000.0,616050000.0,508620000.0,671590000.0
Pbr031344.1,,199350000.0,125850000.0,115500000.0,,99602000.0
Pbr031345.1,176670000.0,472870000.0,596120000.0,324330000.0,409210000.0,185180000.0
Pbr031346.2,,,,,,
Pbr031347.1,769400000.0,628890000.0,554390000.0,560610000.0,60365000.0,288670000.0
Pbr031348.2,,,,,34496000.0,25107000.0
Pbr031352.1,7453800000.0,4049900000.0,2725300000.0,2523100000.0,2048200000.0,1934200000.0
Pbr031353.1,101640000.0,259780000.0,50946000.0,,338630000.0,103910000.0
Pbr031361.1,,,,,,
Pbr031362.1,87129000.0,220880000.0,150330000.0,321450000.0,146830000.0,83626000.0
Pbr031364.1,494590000.0,746450000.0,774130000.0,801710000.0,1025200000.0,737680000.0
Pbr031365.1,,,,,,
Pbr031368.1,239860000.0,61326000.0,59198000.0,82634000.0,,
Pbr031371.1,180080000.0,437420000.0,59648000.0,,112450000.0,586010000.0
Pbr031382.1,5261400000.0,14830000000.0,14713000000.0,18659000000.0,9185300000.0,11521000000.0
Pbr031385.1,1231300000.0,699960000.0,388160000.0,366570000.0,481140000.0,349400000.0
Pbr031387.1,,114080000.0,46107000.0,,,
Pbr031389.1,,,,,,
Pbr031395.1,394340000.0,378490000.0,237130000.0,171570000.0,27811000.0,
Pbr031401.1,,,,,,
Pbr031405.1,475350000.0,579930000.0,209900000.0,141480000.0,133700000.0,
Pbr031407.1,,76314000.0,141900000.0,124700000.0,182430000.0,143790000.0
Pbr031411.1,,,,,,
Pbr031412.1,204580000.0,260490000.0,123190000.0,,,
Pbr031414.1,,,,,,
Pbr031415.2,322400000.0,230670000.0,589910000.0,857310000.0,352090000.0,538180000.0
Pbr031416.1,,,,,,
Pbr031417.1,623030000.0,673540000.0,1038900000.0,1390300000.0,1492900000.0,2011500000.0
Pbr031418.1,363280000.0,547340000.0,611110000.0,325580000.0,247910000.0,
Pbr031422.1,3741200000.0,3189500000.0,2100700000.0,2910900000.0,2882400000.0,3743700000.0
Pbr031424.1,912350000.0,543400000.0,697380000.0,1221100000.0,1447000000.0,1293600000.0
Pbr031435.1,250740000.0,407320000.0,190590000.0,211020000.0,197340000.0,164570000.0
Pbr031436.1,1287400000.0,1356700000.0,1203900000.0,1186900000.0,1960800000.0,1280000000.0
Pbr031438.1,1199400000.0,2096200000.0,1791000000.0,1135400000.0,1988200000.0,1556000000.0
Pbr031439.1,5116700000.0,3537700000.0,2423100000.0,2337500000.0,1546000000.0,1135800000.0
Pbr031442.1,,116090000.0,60772000.0,67497000.0,,31473000.0
Pbr031444.1,2714600000.0,1155400000.0,929170000.0,,,
Pbr031445.1,,,,,,
Pbr031446.1,,71147000.0,61867000.0,,,
Pbr031450.1,,175860000.0,,,172570000.0,
Pbr031454.1,6996200000.0,10362000000.0,7894100000.0,6100900000.0,3538300000.0,4305900000.0
Pbr031455.1,165020000.0,,76391000.0,,64785000.0,
Pbr031456.1,,,2979000.0,24539000.0,,
Pbr031461.1,12479000000.0,8687300000.0,14575000000.0,18860000000.0,18918000000.0,24539000000.0
Pbr031462.1,,,,,,
Pbr031464.1,68666000.0,155580000.0,144020000.0,201800000.0,509280000.0,663440000.0
Pbr031472.2,244740000.0,1966400000.0,153240000.0,,899660000.0,825130000.0
Pbr031476.1,,82008000.0,53223000.0,,,
Pbr031478.1,,,,,,34893000.0
Pbr031479.1,,175350000.0,112320000.0,63442000.0,,69671000.0
Pbr031480.1,1793800000.0,1438100000.0,2447600000.0,1638700000.0,5530700000.0,5039600000.0
Pbr031481.1,98836000.0,130290000.0,534210000.0,400850000.0,208890000.0,180720000.0
Pbr031482.1,2520000000.0,2411700000.0,1153000000.0,1426500000.0,2519900000.0,2142900000.0
Pbr031491.1,2855700000.0,4474800000.0,2201700000.0,836550000.0,11992000000.0,10174000000.0
Pbr031492.4,,83338000.0,41127000.0,,,
Pbr031493.1,,,,,,
Pbr031512.1,,180970000.0,,82593000.0,,154720000.0
Pbr031513.1,2748500000.0,2435600000.0,1449500000.0,1428700000.0,1279800000.0,978630000.0
Pbr031514.1,,50491000.0,,,,
Pbr031519.1,55400000.0,27925000.0,70108000.0,77299000.0,322480000.0,99840000.0
Pbr031520.1,22045000000.0,13633000000.0,16420000000.0,21004000000.0,27729000000.0,24736000000.0
Pbr031521.1,,,,,,
Pbr031522.1,3319900000.0,5815200000.0,9752900000.0,18920000000.0,11451000000.0,18340000000.0
Pbr031524.1,890170000.0,1207600000.0,1291000000.0,1109000000.0,604620000.0,812020000.0
Pbr031525.1,,40382000.0,62836000.0,,,67783000.0
Pbr031526.1,241540000.0,148560000.0,132520000.0,174170000.0,124300000.0,
Pbr031527.1,214120000.0,111460000.0,83445000.0,62952000.0,,73028000.0
Pbr031529.1,,192190000.0,162930000.0,,,
Pbr031530.1,1743600000.0,931400000.0,588340000.0,413940000.0,377080000.0,261490000.0
Pbr031531.1,,51596000.0,132220000.0,111690000.0,,
Pbr031532.1,318760000.0,166830000.0,103170000.0,33985000.0,,104640000.0
Pbr031535.1,,81837000.0,93743000.0,117870000.0,232060000.0,123530000.0
Pbr031539.1,82093000.0,139970000.0,182370000.0,349150000.0,205180000.0,414110000.0
Pbr031540.1,,166940000.0,182350000.0,365300000.0,231790000.0,131070000.0
Pbr031541.1,,,,,,
Pbr031542.1,,,,,,
Pbr031545.2,101240000.0,110800000.0,,,165000000.0,143390000.0
Pbr031546.1,,,,,,
Pbr031550.1,,66752000.0,114030000.0,,,
Pbr031551.1,,64507000.0,54096000.0,66774000.0,,43606000.0
Pbr031560.1,122120000.0,190160000.0,150950000.0,163920000.0,173610000.0,140490000.0
Pbr031561.1,,,,,,
Pbr031563.1,7459300000.0,17611000000.0,13630000000.0,4794900000.0,19121000000.0,10808000000.0
Pbr031564.1,,50537000.0,138180000.0,141660000.0,63497000.0,
Pbr031565.1,,81294000.0,,,,
Pbr031568.2,378450000.0,239210000.0,276240000.0,,,
Pbr031572.1,,,,,,
Pbr031574.1,,,,,,
Pbr031575.1,1665500000.0,771470000.0,654770000.0,924230000.0,484720000.0,805230000.0
Pbr031577.1,,264140000.0,,,,
Pbr031578.1,33305000.0,,,,,
Pbr031579.1,370380000.0,234000000.0,264240000.0,304860000.0,29813000.0,158030000.0
Pbr031581.1,1005800000.0,539710000.0,521370000.0,828150000.0,538820000.0,1315200000.0
Pbr031587.1,6128700000.0,3749200000.0,4417300000.0,5362100000.0,4650700000.0,4901600000.0
Pbr031588.1,56496000000.0,38567000000.0,44034000000.0,41233000000.0,41139000000.0,46288000000.0
Pbr031592.1,,77691000.0,,,,
Pbr031593.1,,,,,,
Pbr031594.1,,,,,,
Pbr031595.1,,125470000.0,,126200000.0,121560000.0,
Pbr031596.1,,56919000.0,73852000.0,80045000.0,,139840000.0
Pbr031597.1,,,,,,
Pbr031602.1,203050000.0,391260000.0,158760000.0,72070000.0,,
Pbr031603.3,4497600000.0,2186600000.0,2483200000.0,3679800000.0,3542800000.0,4223000000.0
Pbr031604.1,,,,,,
Pbr031605.2,,110510000.0,,52525000.0,,
Pbr031607.1,14713000000.0,18407000000.0,17033000000.0,15416000000.0,36220000000.0,48804000000.0
Pbr031608.2,34931000.0,,,,,
Pbr031609.1,1684200000.0,655370000.0,548080000.0,646970000.0,689600000.0,755340000.0
Pbr031611.1,,269990000.0,129460000.0,76020000.0,,
Pbr031613.1,3914600000.0,5171400000.0,6772700000.0,3251900000.0,9135800000.0,7500700000.0
Pbr031615.1,,,,,,
Pbr031617.1,1539600000.0,2551500000.0,6795000000.0,4795900000.0,4778600000.0,5384700000.0
Pbr031618.1,,,,,,
Pbr031623.1,23402000000.0,6875200000.0,5762900000.0,4549400000.0,56001000000.0,72167000000.0
Pbr031624.1,,,,,,
Pbr031631.1,8796700000.0,10006000000.0,8995500000.0,7818700000.0,6649200000.0,4671000000.0
Pbr031633.1,560060000.0,1656000000.0,3843300000.0,5932200000.0,7489300000.0,11760000000.0
Pbr031634.1,,,,,,
Pbr031635.1,,17574000.0,,,,
Pbr031638.1,,,101770000.0,,,52219000.0
Pbr031640.1,291640000.0,313990000.0,387630000.0,572030000.0,719820000.0,731700000.0
Pbr031643.1,1159000000.0,2352800000.0,2805200000.0,2291700000.0,7499500000.0,4040400000.0
Pbr031644.1,,,,,,
Pbr031656.1,,57254000.0,59311000.0,55366000.0,,
Pbr031659.1,,,,,,
Pbr031663.1,3190900000.0,2262800000.0,3750500000.0,4691100000.0,5476800000.0,6687000000.0
Pbr031665.1,954210000.0,943110000.0,812180000.0,812360000.0,638820000.0,700670000.0
Pbr031666.1,,,,,,
Pbr031676.1,119970000.0,149010000.0,32858000.0,,,
Pbr031678.1,311410000.0,641080000.0,610610000.0,562770000.0,378810000.0,411680000.0
Pbr031685.1,28477000000.0,15882000000.0,20457000000.0,24335000000.0,21197000000.0,28674000000.0
Pbr031686.1,,30050000.0,,,,
Pbr031688.1,,55426000.0,75240000.0,75672000.0,64767000.0,
Pbr031689.1,673450000.0,884250000.0,,754860000.0,,350270000.0
Pbr031692.2,,,,,,
Pbr031700.1,72072000.0,34347000.0,62059000.0,50210000.0,,
Pbr031701.1,,352220000.0,407300000.0,289760000.0,272800000.0,250460000.0
Pbr031703.1,1055200000.0,2128500000.0,1679800000.0,1360300000.0,1304000000.0,1578700000.0
Pbr031704.1,255230000.0,235110000.0,197960000.0,172600000.0,128110000.0,89811000.0
Pbr031705.1,,42660000.0,85195000.0,132830000.0,254670000.0,156710000.0
Pbr031706.2,,,,,199810000.0,128640000.0
Pbr031707.2,8742400000.0,15138000000.0,13071000000.0,21619000000.0,28711000000.0,28673000000.0
Pbr031708.1,21977000000.0,11083000000.0,12381000000.0,15378000000.0,5931100000.0,3727700000.0
Pbr031709.1,1288300000.0,817650000.0,922310000.0,423830000.0,672030000.0,1122300000.0
Pbr031713.2,235740000.0,444080000.0,808950000.0,1496500000.0,1590400000.0,2029600000.0
Pbr031720.1,,,,,,
Pbr031724.1,,,,,,
Pbr031733.1,597990000.0,539300000.0,704240000.0,976320000.0,1258200000.0,1102300000.0
Pbr031739.1,,,,,,
Pbr031740.1,,,,,,
Pbr031741.1,478360000.0,702470000.0,531410000.0,434090000.0,964620000.0,635420000.0
Pbr031742.1,,,,,,
Pbr031745.1,,,,,,20430000.0
Pbr031749.1,263310000.0,253160000.0,,,,
Pbr031750.1,25724000000.0,19602000000.0,4839300000.0,985640000.0,349400000.0,112280000.0
Pbr031751.1,,,,,,
Pbr031754.1,,,,,,
Pbr031757.1,,,,,,
Pbr031767.2,,,,,,
Pbr031768.1,,,,,,
Pbr031769.1,,,,,,
Pbr031771.1,,,,,,
Pbr031773.1,314340000.0,,,,,
Pbr031775.1,430800000.0,309860000.0,206910000.0,91166000.0,135220000.0,226230000.0
Pbr031776.1,3486600000.0,4076900000.0,3350300000.0,2978600000.0,2511700000.0,2479700000.0
Pbr031777.3,,100550000.0,67735000.0,62380000.0,,
Pbr031779.4,,96143000.0,,,,
Pbr031781.1,,93594000.0,57772000.0,57517000.0,,43887000.0
Pbr031783.1,641050000.0,941570000.0,512840000.0,584840000.0,250730000.0,318860000.0
Pbr031784.1,5381400000.0,4172200000.0,4971400000.0,4033100000.0,2579000000.0,4568500000.0
Pbr031789.1,1035500000.0,1664600000.0,1169500000.0,1129200000.0,1152900000.0,692330000.0
Pbr031790.1,,,,,,
Pbr031791.1,,,,,,
Pbr031793.1,,102220000.0,131720000.0,112480000.0,,
Pbr031794.1,,,,,,
Pbr031795.1,,22737000.0,,97278000.0,,
Pbr031796.1,,,,,,13389000.0
Pbr031797.1,7891000000.0,5907800000.0,8393500000.0,10030000000.0,8984600000.0,10624000000.0
Pbr031798.1,,,,,,
Pbr031804.1,,,,,,30350000.0
Pbr031810.1,,,,222850000.0,194470000.0,413340000.0
Pbr031815.1,179260000.0,200540000.0,204210000.0,192680000.0,,48146000.0
Pbr031816.4,72854000.0,183120000.0,231780000.0,137880000.0,,251850000.0
Pbr031819.1,801680000.0,568010000.0,494940000.0,279030000.0,,155300000.0
Pbr031820.1,,,66861000.0,136020000.0,75473000.0,86364000.0
Pbr031821.1,645650000.0,877560000.0,967700000.0,1444800000.0,2782900000.0,3940700000.0
Pbr031823.1,,,,,,
Pbr031825.2,,175970000.0,203200000.0,115890000.0,,
Pbr031826.1,77672000000.0,114250000000.0,114760000000.0,90377000000.0,53240000000.0,59791000000.0
Pbr031827.1,,,,,,
Pbr031829.1,,,,,,
Pbr031830.1,,,,,,
Pbr031833.1,55498000.0,96595000.0,60379000.0,,,
Pbr031834.1,154670000.0,377710000.0,300120000.0,346230000.0,216030000.0,236130000.0
Pbr031838.1,553820000.0,570230000.0,568270000.0,927450000.0,686400000.0,656850000.0
Pbr031839.1,,,,,,
Pbr031841.1,,,123730000.0,140710000.0,,
Pbr031843.1,422110000.0,342670000.0,650180000.0,968950000.0,484420000.0,599910000.0
Pbr031845.1,150310000.0,511730000.0,222370000.0,240320000.0,215940000.0,66349000.0
Pbr031850.1,,,44528000.0,,,
Pbr031858.8,,,,,,
Pbr031859.1,277110000.0,194880000.0,55092000.0,120010000.0,90665000.0,90683000.0
Pbr031863.1,71440000.0,136790000.0,183670000.0,170860000.0,195890000.0,129460000.0
Pbr031864.1,13351000000.0,9878500000.0,13440000000.0,18957000000.0,15664000000.0,16020000000.0
Pbr031868.1,,187380000.0,112990000.0,88452000.0,37618000.0,
Pbr031870.1,4038900000.0,3143600000.0,3419100000.0,2789800000.0,975980000.0,1617700000.0
Pbr031871.1,845700000.0,917360000.0,934680000.0,608040000.0,409580000.0,399340000.0
Pbr031875.1,72250000.0,57411000.0,33744000.0,45043000.0,62881000.0,62448000.0
Pbr031876.1,829220000.0,810870000.0,624520000.0,622390000.0,649570000.0,662900000.0
Pbr031877.1,,,,,,
Pbr031878.1,1427200000.0,2174900000.0,2120700000.0,2237600000.0,3286800000.0,2968100000.0
Pbr031880.1,,,,,,
Pbr031881.1,960690000.0,973710000.0,999730000.0,1405600000.0,780720000.0,859070000.0
Pbr031882.2,534420000.0,262110000.0,259060000.0,72516000.0,342120000.0,431020000.0
Pbr031883.1,104940000.0,46340000.0,46303000.0,44939000.0,,39756000.0
Pbr031884.1,131280000.0,77871000.0,,,36435000.0,
Pbr031885.1,,49718000.0,156870000.0,,,157890000.0
Pbr031887.2,,,,,,
Pbr031888.1,321280000.0,239610000.0,177250000.0,274620000.0,262870000.0,203700000.0
Pbr031891.1,,,,,,
Pbr031892.1,5062300000.0,5655900000.0,8080100000.0,5163600000.0,20826000000.0,22229000000.0
Pbr031894.1,15300000000.0,15693000000.0,16658000000.0,13968000000.0,3376700000.0,3824900000.0
Pbr031895.1,596880000.0,579440000.0,434510000.0,681270000.0,455990000.0,213290000.0
Pbr031897.1,,332110000.0,221250000.0,,,
Pbr031898.1,,126090000.0,442080000.0,488550000.0,558520000.0,401010000.0
Pbr031899.1,112970000.0,96905000.0,133200000.0,397130000.0,427310000.0,940380000.0
Pbr031901.1,388710000.0,263610000.0,511240000.0,732320000.0,456800000.0,404720000.0
Pbr031902.1,599550000.0,706020000.0,389590000.0,1053100000.0,601760000.0,1028100000.0
Pbr031903.1,90847000.0,78280000.0,35526000.0,,,
Pbr031904.1,791790000.0,712810000.0,649600000.0,370120000.0,180080000.0,
Pbr031905.1,20138000000.0,11543000000.0,18917000000.0,18752000000.0,28712000000.0,35498000000.0
Pbr031908.1,173740000.0,,,,,
Pbr031909.2,1642600000.0,1212700000.0,741060000.0,679780000.0,218980000.0,355070000.0
Pbr031911.1,125570000.0,245490000.0,481580000.0,428870000.0,117980000.0,
Pbr031914.1,7781900000.0,6917100000.0,6710700000.0,3883500000.0,1026300000.0,1907100000.0
Pbr031916.2,86125000.0,,,,,
Pbr031918.1,550440000.0,737330000.0,708160000.0,969060000.0,1741600000.0,1885500000.0
Pbr031920.1,,131010000.0,133550000.0,54293000.0,799280000.0,230550000.0
Pbr031921.1,2273700000.0,1318400000.0,707330000.0,2124000000.0,7370800000.0,18616000000.0
Pbr031922.1,,,,,,
Pbr031923.1,73177000.0,32556000.0,31459000.0,26236000.0,,
Pbr031930.1,719140000.0,271850000.0,286670000.0,494860000.0,896190000.0,436120000.0
Pbr031932.2,646420000.0,654200000.0,505420000.0,216940000.0,94496000.0,99292000.0
Pbr031934.1,341680000.0,587540000.0,112830000.0,82781000.0,,
Pbr031935.3,,,,,,
Pbr031936.1,193630000.0,195260000.0,345240000.0,312810000.0,107730000.0,140880000.0
Pbr031937.1,,,,,,
Pbr031938.1,,,,,,
Pbr031939.1,,,,,,
Pbr031940.1,1478400000.0,973290000.0,1160400000.0,446360000.0,394780000.0,
Pbr031941.1,,,,,,
Pbr031942.1,3808200000.0,2232900000.0,4330500000.0,6425100000.0,9043800000.0,8184000000.0
Pbr031944.1,1667500000.0,889250000.0,677980000.0,662500000.0,890670000.0,686900000.0
Pbr031946.1,91387000000.0,71051000000.0,57897000000.0,61969000000.0,53321000000.0,53106000000.0
Pbr031952.1,26245000000.0,12600000000.0,15610000000.0,11018000000.0,11241000000.0,13694000000.0
Pbr031954.1,1834500000.0,2032400000.0,2406600000.0,1366400000.0,2940200000.0,8386100000.0
Pbr031955.1,4592100000.0,4170300000.0,2160800000.0,1452500000.0,2028800000.0,1953700000.0
Pbr031956.1,231370000.0,163780000.0,669240000.0,1288300000.0,769070000.0,452730000.0
Pbr031957.1,,,101660000.0,143770000.0,125820000.0,181310000.0
Pbr031958.1,,496450000.0,538520000.0,431150000.0,202310000.0,819950000.0
Pbr031959.1,,,,,,
Pbr031960.1,,,,,,
Pbr031961.1,,,,,,
Pbr031962.1,9182000000.0,3652000000.0,852840000.0,659410000.0,254690000.0,553100000.0
Pbr031963.1,11362000000.0,7086200000.0,7960400000.0,8110000000.0,4329100000.0,5232400000.0
Pbr031964.1,148740000.0,208110000.0,787160000.0,1731000000.0,1910000000.0,2261300000.0
Pbr031967.1,,,,,,
Pbr031969.1,4683000000.0,3370100000.0,2975500000.0,3215800000.0,2438100000.0,2389700000.0
Pbr031970.1,,,,,,
Pbr031971.1,,,38248000.0,72090000.0,,
Pbr031980.1,535180000.0,655660000.0,632730000.0,1028900000.0,1363100000.0,1493800000.0
Pbr031981.1,,,,,72728000.0,
Pbr031984.1,206230000.0,257750000.0,,289630000.0,238370000.0,223420000.0
Pbr031985.1,30105000000.0,19729000000.0,24520000000.0,25580000000.0,31604000000.0,31689000000.0
Pbr031986.1,88364000.0,68424000.0,90501000.0,103610000.0,,230400000.0
Pbr031989.1,,,,,,
Pbr031991.1,532180000.0,552360000.0,433380000.0,218550000.0,,306340000.0
Pbr031992.1,548460000.0,280600000.0,,,,
Pbr031994.1,56020000.0,201630000.0,,,,
Pbr031995.1,,,,,,
Pbr031999.1,19692000000.0,15202000000.0,17340000000.0,22066000000.0,24490000000.0,26373000000.0
Pbr032001.1,,,,,,
Pbr032002.1,,,,,,
Pbr032008.1,,,,,2663900000.0,
Pbr032009.1,545150000.0,777030000.0,602410000.0,545780000.0,,382820000.0
Pbr032010.1,,,,,,
Pbr032012.1,40239000.0,46519000.0,,,32174000.0,
Pbr032016.1,112680000.0,118030000.0,141400000.0,366830000.0,,250620000.0
Pbr032021.1,43905000000.0,45675000000.0,35476000000.0,35868000000.0,48261000000.0,37203000000.0
Pbr032023.1,38045000.0,,,,,
Pbr032026.1,2524400000.0,1425700000.0,1039700000.0,1109000000.0,450000000.0,1071500000.0
Pbr032029.1,50162000.0,26416000.0,33270000.0,43273000.0,69213000.0,65934000.0
Pbr032033.1,,,,,,
Pbr032034.1,2106700000.0,1615000000.0,1537100000.0,1573300000.0,,693120000.0
Pbr032035.1,,,,,,
Pbr032036.1,,,,,,
Pbr032037.1,,,,,,
Pbr032038.2,2313100000.0,2988300000.0,3191000000.0,2486900000.0,3037100000.0,3431400000.0
Pbr032039.1,,,,,,
Pbr032042.1,121310000.0,165130000.0,606220000.0,201540000.0,329410000.0,226150000.0
Pbr032043.1,116940000.0,41453000.0,62442000.0,56442000.0,53310000.0,128740000.0
Pbr032044.1,399950000.0,159760000.0,79611000.0,,,113580000.0
Pbr032046.1,29218000000.0,17489000000.0,15286000000.0,12396000000.0,16445000000.0,16719000000.0
Pbr032047.1,25080000000.0,16242000000.0,35096000000.0,67363000000.0,44248000000.0,40232000000.0
Pbr032048.1,184190000.0,1713500000.0,1319900000.0,1176200000.0,3116000000.0,1498200000.0
Pbr032050.2,1055600000.0,819970000.0,649280000.0,800710000.0,689990000.0,895440000.0
Pbr032052.1,6172700000.0,5558900000.0,6286500000.0,6968300000.0,3478500000.0,4684500000.0
Pbr032053.1,,,,,,
Pbr032055.1,101380000.0,122880000.0,105820000.0,,,
Pbr032057.1,69489000.0,175000000.0,62670000.0,42671000.0,,
Pbr032058.2,3458600000.0,2018700000.0,2046800000.0,1753600000.0,1410000000.0,1833500000.0
Pbr032060.1,,,,,,
Pbr032062.1,204860000.0,469140000.0,181190000.0,148440000.0,,42925000.0
Pbr032063.1,,,,,,
Pbr032065.1,979060000.0,971000000.0,370890000.0,244630000.0,218370000.0,122630000.0
Pbr032066.1,,,,178090000.0,,
Pbr032067.1,2548200000.0,1640500000.0,1862100000.0,3030200000.0,3600700000.0,3659600000.0
Pbr032068.1,91906000.0,,,,,110400000.0
Pbr032070.1,4155500000.0,5306600000.0,6968900000.0,11000000000.0,18738000000.0,21050000000.0
Pbr032071.1,93734000.0,88911000.0,31965000.0,,,
Pbr032074.1,,,,,,
Pbr032075.1,4254700000.0,,,17459000.0,,
Pbr032077.1,,,,,,
Pbr032079.1,1357700000.0,1949700000.0,1251300000.0,763720000.0,1123500000.0,733820000.0
Pbr032081.1,1544100000.0,8187500000.0,30161000000.0,51681000000.0,90649000000.0,73267000000.0
Pbr032083.1,1573100000.0,2637100000.0,1606000000.0,974440000.0,4012900000.0,4517600000.0
Pbr032099.1,108800000.0,99232000.0,139410000.0,177270000.0,200650000.0,180990000.0
Pbr032101.1,,,,,,46608000.0
Pbr032104.2,82257000.0,151690000.0,82201000.0,157310000.0,130540000.0,181610000.0
Pbr032105.1,744180000.0,,403930000.0,269030000.0,,
Pbr032108.1,2033600000.0,1904800000.0,2503300000.0,3522900000.0,3893600000.0,4784000000.0
Pbr032118.1,1160400000.0,771420000.0,807760000.0,817670000.0,1001000000.0,697740000.0
Pbr032120.2,42943000000.0,29611000000.0,28807000000.0,28273000000.0,15501000000.0,20517000000.0
Pbr032122.3,492390000.0,820580000.0,838710000.0,841850000.0,616810000.0,944360000.0
Pbr032123.1,17240000000.0,11969000000.0,22675000000.0,31726000000.0,35798000000.0,44952000000.0
Pbr032125.2,5423300000.0,2395000000.0,546540000.0,245590000.0,9226100.0,19836000.0
Pbr032126.1,295290000.0,412700000.0,283300000.0,369710000.0,242720000.0,227880000.0
Pbr032127.1,1433200000.0,916340000.0,1606100000.0,2113200000.0,573270000.0,814940000.0
Pbr032128.3,5968800000.0,7160300000.0,7846900000.0,10444000000.0,11915000000.0,12856000000.0
Pbr032130.1,1221800000.0,2622100000.0,4693200000.0,12062000000.0,24040000000.0,24474000000.0
Pbr032131.1,290220000.0,100870000.0,101680000.0,,,
Pbr032135.1,388730000.0,344590000.0,133980000.0,120840000.0,60897000.0,51440000.0
Pbr032137.1,,,,,,
Pbr032138.1,49280000.0,131400000.0,148040000.0,123570000.0,111140000.0,97450000.0
Pbr032145.2,,,,,,
Pbr032154.1,,,,,,
Pbr032160.2,,75410000.0,,184360000.0,,
Pbr032166.1,117490000.0,,,,,
Pbr032168.1,,23129000.0,,,,
Pbr032169.1,,,,,,
Pbr032172.1,,5558200.0,6407200.0,5494400.0,,
Pbr032178.7,,,,,,
Pbr032180.1,10159000.0,,,,72914000.0,13630000.0
Pbr032181.1,383850000.0,679990000.0,493090000.0,546100000.0,367720000.0,235580000.0
Pbr032182.1,55842000.0,123980000.0,51846000.0,,44254000.0,
Pbr032189.1,,,,,,
Pbr032196.1,,,,,,
Pbr032201.1,1795100000.0,1095900000.0,999720000.0,1027900000.0,927330000.0,767720000.0
Pbr032207.2,416000000.0,139310000.0,66399000.0,75084000.0,40088000.0,17016000.0
Pbr032210.1,,,,,,
Pbr032211.1,,,,,,
Pbr032212.1,,,,,,
Pbr032213.1,21685000000.0,31870000000.0,19975000000.0,21340000000.0,24521000000.0,18651000000.0
Pbr032217.1,444140000.0,1585700000.0,1225500000.0,672410000.0,744570000.0,872410000.0
Pbr032218.2,725310000.0,905130000.0,793310000.0,900270000.0,1059200000.0,990670000.0
Pbr032219.1,,,,,,
Pbr032225.1,410750000.0,197880000.0,43087000.0,,73166000.0,190320000.0
Pbr032236.1,,,30414000.0,,,
Pbr032238.3,,188450000.0,82653000.0,68713000.0,,
Pbr032240.1,,,,,,
Pbr032241.1,228080000.0,174410000.0,160270000.0,253380000.0,152610000.0,162160000.0
Pbr032243.1,36921000.0,52124000.0,,,,
Pbr032246.1,,,,,,
Pbr032247.1,1184300000.0,2247300000.0,2065900000.0,2061500000.0,1925800000.0,2218100000.0
Pbr032248.1,,,,,,
Pbr032250.1,33529000000.0,22733000000.0,28592000000.0,38793000000.0,34631000000.0,39569000000.0
Pbr032251.1,643200000.0,399520000.0,198770000.0,310920000.0,441550000.0,333340000.0
Pbr032253.1,,,,,,
